- - [25/Nov/2020:08:15:46 +0000] "GET / HTTP/1.1" 200 1272 "-" - "Mozilla/5.0"
- - [25/Nov/2020:08:36:22 +0000] "GET / HTTP/1.1" 200 2387 "-" - "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
- - [25/Nov/2020:09:02:13 +0000] "GET / HTTP/1.1" 200 1309 "-" - "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:23 +0000] "GET /css/main.css HTTP/1.1" 200 739 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:23 +0000] "GET /js/initialise_vars.js HTTP/1.1" 200 599 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:23 +0000] "GET /js/cookies_functions.js HTTP/1.1" 200 835 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:23 +0000] "GET /js/fingerprint_browser.js HTTP/1.1" 200 1048 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:23 +0000] "GET /js/mousemove_onclick.js HTTP/1.1" 200 398 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:23 +0000] "GET /js/mousemove_ontimeout.js HTTP/1.1" 200 1262 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:28 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" - "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
- - [25/Nov/2020:09:02:28 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:28 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:30 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:30 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:31 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:34 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
- - [25/Nov/2020:09:02:45 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" tloh2a4t9e4njmje1hid5gjgsa "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
